nome_completo,filiacao_pai,filiacao_mae,data_nascimento,sexo,naturalidade,local_tirou_cidade,local_tirou_estado,estado_completo,data_emissao,validade_identidade,orgao_emissor,cpf
Ana Carolina da Mota,Yuri Sales,Maitê Cavalcante,18/02/1956,M,Farias - RS,Pinto do Norte,PE,Estado de Pernambuco,01/06/2014,01/06/2023,Instituto de Identificacao / PC PE,602.016.854-81
Cauê Campos,Ravi Lucca Viana,Ana Santos,01/01/1960,M,Azevedo - MS,Correia,PR,Estado do Paraná,22/05/2013,22/05/2023,Instituto de Identificacao,590.509.407-75
Ana Carolina Oliveira,Davi Lucas Cardoso,Heloísa Viana,20/02/1954,M,da Rocha do Galho - PE,Melo da Serra,RJ,Estado do Rio de Janeiro,18/04/2013,18/04/2023,Instituto de Identificacao / SSP RJ,700.016.928-10
Lucas Gabriel Viana,Luiz Fernando das Neves,Maria Laura Barros,20/04/2020,F,Nunes - RR,da Cruz da Mata,RS,Estado do Rio Grande do Sul,17/03/2017,17/03/2024,Instituto de Identificacao,178.610.718-55
Eloah Cavalcanti,Henry Gabriel Pastor,Maria Flor Aragão,02/05/2001,M,Souza - MT,Nogueira da Praia,CE,Estado do Ceará,12/08/2024,12/08/2033,Instituto de Identificacao / SSP CE,943.077.751-21
Jade da Rocha,Benjamin Rios,Olívia Cirino,29/03/1981,F,Rodrigues dos Dourados - MS,Novaes do Oeste,PA,Estado do Pará,07/07/2011,07/07/2020,Instituto de Identificacao / SSP PA,617.472.689-04
Luiz Gustavo Lima,Kaique Santos,Heloisa Moraes,22/09/2016,F,Macedo - AC,Pastor da Prata,PE,Estado de Pernambuco,06/12/2012,06/12/2020,Instituto de Identificacao,330.041.113-56
Ana Sophia Sampaio,Caio Pires,Bruna Macedo,03/08/1993,M,Machado - AL,da Luz de Fernandes,AL,Estado de Alagoas,04/05/2025,04/05/2035,Instituto de Identificacao / SSP AL,647.434.829-48
Arthur Almeida,Henrique Correia,Caroline Castro,04/04/1949,M,Viana - MA,Fogaça,AM,Estado do Amazonas,03/09/2012,03/09/2021,Instituto de Identificacao / PC AM,143.388.167-23
Oliver Aparecida,Benjamin Martins,Bianca Jesus,14/11/1993,M,Cunha - AC,Nogueira,AL,Estado de Alagoas,15/05/2011,15/05/2017,Instituto de Identificacao / SSP AL,504.771.762-95
José Miguel Campos,Calebe Nascimento,Maria Eduarda Rios,16/03/1991,M,Azevedo - DF,Santos Verde,MG,Estado de Minas Gerais,13/08/2012,13/08/2022,Instituto de Identificacao,514.999.243-99
Pedro Brito,Joaquim Campos,Júlia Teixeira,25/06/1965,F,Macedo de Vieira - PI,Pimenta dos Dourados,SP,Estado de São Paulo,08/05/2012,08/05/2017,Instituto de Identificacao / PC SP,141.873.328-17
Cecília Siqueira,João Guilherme Rezende,Ágatha Sousa,10/09/1948,M,Brito de Minas - RR,Castro,MT,Estado de Mato Grosso,14/06/2020,14/06/2026,Instituto de Identificacao,031.373.900-97
Bárbara Garcia,Nicolas da Costa,Lavínia Jesus,09/05/2023,F,da Cruz Paulista - SE,Nogueira da Prata,ES,Estado do Espírito Santo,31/08/2016,31/08/2023,Instituto de Identificacao / PC ES,261.166.024-25
João Vitor da Rocha,Ravi Lucca da Costa,Ana Beatriz Almeida,03/01/2020,M,Novaes de da Mota - CE,Sampaio,AP,Estado do Amapá,19/10/2020,19/10/2027,Instituto de Identificacao,059.469.775-93
Lucas Gabriel Sousa,Dom Martins,Raquel Moura,16/02/1959,M,Carvalho - RN,Lopes de Sales,MT,Estado de Mato Grosso,11/03/2016,11/03/2021,Instituto de Identificacao / SSP MT,617.322.110-20
Vitor Hugo Duarte,Pedro Nunes,Helena Fernandes,29/05/1946,F,Azevedo da Prata - PB,Viana,MG,Estado de Minas Gerais,14/09/2022,14/09/2028,Instituto de Identificacao,588.023.359-51
Alexandre Porto,Yago Moraes,Catarina Silva,15/03/1954,F,Marques Paulista - PA,da Cunha,AC,Estado do Acre,26/12/2024,26/12/2033,Instituto de Identificacao / SSP AC,905.416.996-06
Joaquim Vargas,Benjamim Sales,Antonella Araújo,24/05/1957,M,Nogueira de Câmara - PB,Moura do Amparo,MA,Estado do Maranhão,10/09/2022,10/09/2030,Instituto de Identificacao / SSP MA,756.556.943-25
Ana Gomes,João Costela,Lorena da Rocha,19/03/1982,F,Andrade das Flores - MG,Gomes,PB,Estado da Paraíba,09/06/2015,09/06/2020,Instituto de Identificacao / SSP PB,960.551.422-30
Ana Luiza Fonseca,Joaquim Câmara,Caroline da Rosa,03/10/2024,F,Pereira - AC,Albuquerque de Minas,CE,Estado do Ceará,04/12/2018,04/12/2026,Instituto de Identificacao,824.714.029-67
Bruna Monteiro,Otto da Paz,Maria Júlia Fernandes,28/01/1970,F,Câmara de Goiás - AP,Sousa Alegre,DF,Distrito Federal,11/01/2025,11/01/2031,Instituto de Identificacao,489.291.638-85
Brayan Almeida,Noah Pereira,Alice Nascimento,14/08/1977,M,Siqueira de Minas - GO,Camargo,MS,Estado de Mato Grosso do Sul,03/11/2021,03/11/2030,Instituto de Identificacao / SSP MS,772.177.655-78
Levi da Mota,Leonardo Rodrigues,Maria Julia Correia,25/01/1951,M,Rodrigues de Pacheco - RS,da Rosa de Cassiano,RR,Estado de Roraima,24/02/2019,24/02/2025,Instituto de Identificacao / PC RR,340.295.740-00
Davi Aparecida,Bento Almeida,Ana Cecília Araújo,13/11/1963,F,Peixoto do Norte - MA,Aragão de Cirino,MS,Estado de Mato Grosso do Sul,06/02/2011,06/02/2018,Instituto de Identificacao / SSP MS,392.008.235-31
Clarice Aragão,Daniel Lima,Manuela Sampaio,03/02/1957,F,Pires - AM,Moraes das Pedras,MT,Estado de Mato Grosso,27/08/2017,27/08/2026,Instituto de Identificacao,783.408.096-30
Vitor Gabriel Silva,Carlos Eduardo da Luz,Pietra Silveira,13/10/1981,M,Dias - ES,Viana,SC,Estado de Santa Catarina,19/07/2025,19/07/2035,Instituto de Identificacao,614.543.749-81
Marcela da Paz,André Leão,Mariane Lopes,27/02/2011,F,Barros das Flores - RN,Pereira,CE,Estado do Ceará,30/03/2018,30/03/2024,Instituto de Identificacao / SSP CE,553.839.853-06
Gabrielly Câmara,Lorenzo Moreira,Maria Júlia Mendes,25/09/1963,F,Vieira - AM,das Neves da Serra,RS,Estado do Rio Grande do Sul,05/04/2016,05/04/2022,Instituto de Identificacao / SSP RS,544.084.154-99
João Lucas Monteiro,Henry Ramos,Carolina Nunes,05/10/1939,M,Brito - PI,Ramos,DF,Distrito Federal,03/01/2024,03/01/2031,Instituto de Identificacao,855.407.325-35
Ana Cecília Gomes,Arthur Miguel Novaes,Luana Freitas,02/05/1967,F,Leão - MS,Costela de Moraes,GO,Estado de Goiás,31/07/2021,31/07/2026,Instituto de Identificacao,013.360.610-22
Marcos Vinicius Pacheco,Calebe da Costa,Caroline Costela,09/02/1953,M,Guerra - SC,Moreira,TO,Estado do Tocantins,08/12/2023,08/12/2031,Instituto de Identificacao / SSP TO,160.083.930-13
Ravy Siqueira,Yuri Correia,Heloísa da Mota,19/04/1950,F,Borges de Goiás - DF,da Cunha do Oeste,TO,Estado do Tocantins,15/06/2021,15/06/2030,Instituto de Identificacao / SSP TO,595.689.449-47
Calebe Porto,Igor Ribeiro,Maria Sophia Moraes,28/07/2000,M,Moura - MA,Araújo,RO,Estado de Rondônia,07/08/2014,07/08/2022,Instituto de Identificacao / SSP RO,540.919.683-00
Gabrielly Rodrigues,Dante Vargas,Bella Pereira,23/03/2011,M,Guerra de Castro - SC,Sá,RS,Estado do Rio Grande do Sul,09/12/2015,09/12/2024,Instituto de Identificacao / PC RS,638.297.178-94
Elisa Fogaça,Luiz Gustavo Nogueira,Emanuelly da Luz,08/02/2021,M,Silveira - ES,Cassiano das Flores,MT,Estado de Mato Grosso,11/12/2020,11/12/2030,Instituto de Identificacao,435.908.888-22
Vinicius Ferreira,Davi Lucas Costa,Rebeca da Luz,14/05/1998,F,Macedo - PB,Casa Grande,PR,Estado do Paraná,18/11/2018,18/11/2026,Instituto de Identificacao,339.127.460-59
Stephany Pimenta,Luiz Fernando Sales,Caroline Cunha,17/04/1997,M,Costela - PE,Borges de Campos,RS,Estado do Rio Grande do Sul,08/05/2013,08/05/2021,Instituto de Identificacao,343.515.998-07
Gabrielly da Cunha,Benício Sales,Kamilly Macedo,21/05/1985,F,Sá - SE,da Costa,AL,Estado de Alagoas,28/12/2019,28/12/2027,Instituto de Identificacao / PC AL,272.270.971-06
Julia Sá,Henry Gabriel Santos,Natália Souza,24/09/1939,F,Lima das Pedras - MG,Machado do Galho,MG,Estado de Minas Gerais,20/12/2017,20/12/2026,Instituto de Identificacao,411.094.262-04
Davi Viana,Benjamin Araújo,Stella Barbosa,05/12/2017,F,Farias das Pedras - AC,Nunes Paulista,MG,Estado de Minas Gerais,26/07/2017,26/07/2023,Instituto de Identificacao / SSP MG,977.908.634-82
Breno da Mota,Joaquim Cavalcante,Maria Isis Gomes,25/07/1939,M,Sá do Oeste - SE,Monteiro de Abreu,ES,Estado do Espírito Santo,15/08/2019,15/08/2025,Instituto de Identificacao / PC ES,588.231.486-10
Breno Oliveira,Cauã Dias,Melina Vieira,16/12/1991,M,Caldeira - TO,da Paz Paulista,MS,Estado de Mato Grosso do Sul,05/05/2014,05/05/2020,Instituto de Identificacao / SSP MS,813.130.257-93
Ana Clara Rezende,Gabriel Garcia,Mariane Mendonça,23/08/2014,M,da Mata do Oeste - MS,Porto,RO,Estado de Rondônia,04/03/2015,04/03/2021,Instituto de Identificacao,908.336.213-49
Isaque Mendes,Juan da Costa,Lavínia Azevedo,13/03/1939,F,Jesus - RN,Mendes de Jesus,AP,Estado do Amapá,04/03/2016,04/03/2024,Instituto de Identificacao,366.587.579-00
Raquel Melo,Liam Moura,Sophie Sampaio,01/09/1982,F,Marques - RN,Siqueira de Cirino,AL,Estado de Alagoas,26/10/2016,26/10/2021,Instituto de Identificacao,580.767.478-02
Melina Cassiano,João Felipe Rezende,Manuella Cavalcante,01/09/1954,F,Almeida Paulista - PR,Ferreira Grande,DF,Distrito Federal,10/01/2020,10/01/2025,Instituto de Identificacao,870.217.576-11
Matheus Camargo,Théo da Cruz,Maitê Dias,18/07/1935,F,Ferreira - SE,Borges de Camargo,MS,Estado de Mato Grosso do Sul,05/09/2018,05/09/2028,Instituto de Identificacao / SSP MS,562.013.169-60
Davi Lucas Sales,Felipe Brito,Julia Pastor,17/09/1983,M,Costela - RR,Caldeira do Amparo,AP,Estado do Amapá,04/03/2021,04/03/2026,Instituto de Identificacao,005.052.595-42
Antony Souza,Raul Moraes,Kamilly da Rosa,27/06/1936,F,Albuquerque da Serra - RO,Araújo,SE,Estado de Sergipe,18/05/2015,18/05/2020,Instituto de Identificacao / SSP SE,515.053.070-47
Heitor Gomes,Arthur Miguel Silva,Juliana Castro,25/06/2022,M,Leão - AP,Ramos do Oeste,RR,Estado de Roraima,31/03/2023,31/03/2028,Instituto de Identificacao / PC RR,770.105.259-68
Mariane Sousa,João Guilherme Pastor,Isabelly Porto,31/10/1966,M,da Luz - RN,Barros,CE,Estado do Ceará,07/08/2021,07/08/2027,Instituto de Identificacao / SSP CE,857.694.617-12
Rafaela Andrade,Pedro Miguel Sampaio,Isabela Fonseca,28/10/1938,F,da Rosa - AM,da Cunha Alegre,MA,Estado do Maranhão,09/09/2018,09/09/2025,Instituto de Identificacao,489.328.275-57
Danilo Cirino,Otávio Cardoso,Luísa Nogueira,20/05/1954,M,Pimenta - GO,Monteiro Grande,MG,Estado de Minas Gerais,13/05/2011,13/05/2020,Instituto de Identificacao,484.791.673-05
Yan Albuquerque,Valentim Cassiano,Mariah Marques,02/09/2003,F,Pinto do Amparo - AP,Siqueira,MG,Estado de Minas Gerais,21/09/2016,21/09/2023,Instituto de Identificacao / SSP MG,391.846.958-01
João Guilherme Ferreira,Anthony da Rocha,Ísis Pereira,05/07/1992,M,da Rosa de Aragão - PA,Nogueira,MS,Estado de Mato Grosso do Sul,25/11/2013,25/11/2023,Instituto de Identificacao / SSP MS,963.884.782-40
Isadora Camargo,Rhavi Sousa,Luana Alves,15/05/2021,M,Gomes de Goiás - SE,da Paz,DF,Distrito Federal,10/09/2019,10/09/2025,Instituto de Identificacao / PC DF,958.851.696-19
Heitor Marques,Fernando Guerra,Laura da Paz,04/01/1973,M,Casa Grande do Sul - RJ,da Rosa das Flores,SC,Estado de Santa Catarina,25/12/2010,25/12/2017,Instituto de Identificacao / SSP SC,410.596.285-64
Rebeca Montenegro,Anthony Gabriel Ferreira,Maya Garcia,04/01/2011,F,da Mata - TO,Vieira,MS,Estado de Mato Grosso do Sul,08/10/2015,08/10/2021,Instituto de Identificacao / PC MS,658.166.532-92
Agatha Pacheco,Yuri Cavalcanti,Ester Alves,21/01/1998,F,da Cunha - BA,Dias das Pedras,DF,Distrito Federal,06/03/2013,06/03/2020,Instituto de Identificacao / SSP DF,236.400.979-74
Gabriela Ribeiro,Cauã Monteiro,Ana Sophia Marques,02/03/1945,F,da Rocha da Mata - MG,Novais do Campo,AL,Estado de Alagoas,30/08/2020,30/08/2025,Instituto de Identificacao / PC AL,184.538.920-04
Allana Porto,Rhavi Cavalcante,Luiza Correia,17/04/1955,M,Sales - MT,Araújo,PE,Estado de Pernambuco,02/12/2020,02/12/2029,Instituto de Identificacao / SSP PE,637.124.525-49
Maria Liz Mendonça,Otto Vargas,Kamilly das Neves,11/05/1976,M,da Costa - AL,Dias de Gonçalves,SC,Estado de Santa Catarina,02/11/2019,02/11/2028,Instituto de Identificacao / PC SC,590.517.019-77
Luan Duarte,Kaique Araújo,Clarice Novais,07/11/1945,F,da Conceição - CE,da Cruz,AL,Estado de Alagoas,23/04/2025,23/04/2034,Instituto de Identificacao / SSP AL,083.085.454-57
Enrico da Rosa,Davi Lucas da Costa,Maria Pimenta,11/10/1973,F,da Luz de Alves - PA,Rios,PR,Estado do Paraná,07/02/2019,07/02/2027,Instituto de Identificacao,524.144.736-18
Dante Souza,Yago da Mata,Natália Nunes,12/10/1973,M,Siqueira das Pedras - PE,Caldeira da Prata,RR,Estado de Roraima,10/08/2011,10/08/2018,Instituto de Identificacao / SSP RR,325.877.527-59
Bruno Rocha,José Pedro Ribeiro,Yasmin Novais,14/06/1982,M,Câmara - RO,Peixoto Paulista,RJ,Estado do Rio de Janeiro,14/03/2022,14/03/2028,Instituto de Identificacao,989.081.133-02
Zoe Lopes,Henry Rezende,Zoe Guerra,15/02/2010,F,Moraes de Correia - PA,Lopes,SC,Estado de Santa Catarina,04/01/2023,04/01/2033,Instituto de Identificacao,536.219.961-52
Levi Casa Grande,Mateus Moreira,Giovanna Brito,17/07/1992,M,da Cunha - AL,Sousa do Campo,SC,Estado de Santa Catarina,27/05/2019,27/05/2027,Instituto de Identificacao / SSP SC,829.084.394-48
Stella Silva,Davi Lucas Viana,Ana Vitória Souza,05/01/1955,M,Nunes - PE,Montenegro da Prata,SC,Estado de Santa Catarina,25/03/2017,25/03/2025,Instituto de Identificacao,516.653.245-07
Otávio Costela,Isaac Mendonça,Valentina da Rosa,20/09/1951,M,Abreu - RS,Vieira,PA,Estado do Pará,11/02/2014,11/02/2021,Instituto de Identificacao,153.955.296-09
Davi Miguel Pimenta,Leonardo Rocha,Luiza Macedo,06/04/2001,M,Melo - MG,Caldeira,RJ,Estado do Rio de Janeiro,25/02/2025,25/02/2035,Instituto de Identificacao,833.476.586-55
Alícia Pastor,Benjamim Vasconcelos,Ana Carolina Garcia,06/09/2010,M,Duarte - PE,Lima de Montenegro,MA,Estado do Maranhão,28/11/2010,28/11/2017,Instituto de Identificacao,924.860.840-73
Otto Alves,Cauê Aparecida,Maria Clara Mendes,12/02/1946,M,Freitas do Galho - PI,Camargo,PI,Estado do Piauí,21/03/2011,21/03/2018,Instituto de Identificacao / SSP PI,708.873.193-49
Maria Júlia Siqueira,Danilo Moura,Alice da Rosa,09/05/1980,M,Farias de Novais - MA,Vieira de Minas,MS,Estado de Mato Grosso do Sul,02/11/2013,02/11/2020,Instituto de Identificacao,261.030.284-77
Luiz Miguel Moura,Davi Lucas Caldeira,Sara Cardoso,28/04/1960,F,Ribeiro - PE,Cavalcanti de Minas,AP,Estado do Amapá,08/12/2015,08/12/2024,Instituto de Identificacao / PC AP,703.276.283-76
Arthur Gabriel Martins,Luiz Gustavo Duarte,Beatriz Cirino,18/06/1968,M,Silveira do Sul - MA,Aragão do Oeste,PE,Estado de Pernambuco,31/08/2011,31/08/2018,Instituto de Identificacao,288.453.603-05
Allana Cavalcanti,Léo Marques,Caroline Rezende,03/11/1995,F,Nascimento - RN,Silva,MS,Estado de Mato Grosso do Sul,08/07/2020,08/07/2028,Instituto de Identificacao / SSP MS,611.116.003-33
Melina Cirino,João Guilherme Silva,Maria Júlia Moreira,18/10/1994,F,Albuquerque das Pedras - MT,Freitas de Minas,AM,Estado do Amazonas,12/06/2022,12/06/2032,Instituto de Identificacao / SSP AM,498.000.212-27
Luiza Rezende,Mateus Freitas,Anna Liz Nascimento,06/12/1976,M,Mendes Grande - SC,Lopes de Goiás,AM,Estado do Amazonas,04/02/2021,04/02/2026,Instituto de Identificacao,130.501.075-20
Otto da Luz,Eduardo Vieira,Eloá Garcia,13/06/1944,F,da Paz Verde - MT,Farias de Minas,AL,Estado de Alagoas,26/02/2020,26/02/2029,Instituto de Identificacao / SSP AL,092.885.082-82
Clara Cavalcanti,Otávio Melo,Maria Vitória Lopes,24/01/1954,F,da Luz das Pedras - RO,Cassiano das Flores,RJ,Estado do Rio de Janeiro,06/07/2015,06/07/2025,Instituto de Identificacao,780.811.569-00
Juliana Nogueira,Rhavi Fernandes,Letícia Duarte,31/03/2005,F,Souza de Moraes - SE,Casa Grande,BA,Estado da Bahia,05/07/2024,05/07/2031,Instituto de Identificacao,032.946.748-31
André Siqueira,Luiz Otávio Novais,Isabel Freitas,09/09/1939,M,Pereira - TO,Camargo,TO,Estado do Tocantins,14/02/2013,14/02/2022,Instituto de Identificacao / SSP TO,758.244.814-51
Heloisa da Cruz,Ravi Lucca da Costa,Lívia Melo,13/01/1945,M,da Conceição do Norte - SP,Silva de da Paz,TO,Estado do Tocantins,26/02/2022,26/02/2028,Instituto de Identificacao,066.303.753-00
André Ramos,Nicolas Cavalcanti,Luara Fogaça,25/12/1944,M,Castro - RS,Nunes das Flores,RS,Estado do Rio Grande do Sul,30/10/2025,30/10/2030,Instituto de Identificacao / SSP RS,611.891.378-10
João Vitor Gonçalves,Kaique Santos,Alexia da Cruz,25/08/1969,F,Albuquerque de Goiás - RJ,Vieira da Praia,RS,Estado do Rio Grande do Sul,05/11/2019,05/11/2029,Instituto de Identificacao,966.218.033-26
Pietra Cavalcante,Dante Duarte,Ester Aparecida,13/01/2008,F,Sampaio - AP,da Costa,RN,Estado do Rio Grande do Norte,20/11/2016,20/11/2023,Instituto de Identificacao,986.369.455-00
Theo Aparecida,Kevin Vargas,Aylla Macedo,16/10/1976,M,Casa Grande Paulista - GO,Andrade,DF,Distrito Federal,30/11/2022,30/11/2032,Instituto de Identificacao,667.354.936-46
Sofia Guerra,Vinícius Castro,Caroline Araújo,06/02/2008,M,Viana - MT,da Luz,AL,Estado de Alagoas,14/03/2013,14/03/2020,Instituto de Identificacao,038.331.569-16
Alexandre Vieira,Ravy da Cunha,Luara Aparecida,22/03/1937,M,Cavalcanti de Gonçalves - PI,Vieira de Minas,AP,Estado do Amapá,25/02/2011,25/02/2018,Instituto de Identificacao / SSP AP,022.675.737-04
João Gabriel Câmara,Vitor Camargo,Lívia Albuquerque,18/10/1955,F,Porto - SC,Dias do Norte,MS,Estado de Mato Grosso do Sul,15/09/2014,15/09/2022,Instituto de Identificacao,110.412.194-90
Daniela da Conceição,Alexandre Viana,Júlia Sales,23/12/1975,F,Vargas de Barros - AP,Fernandes,RN,Estado do Rio Grande do Norte,17/09/2018,17/09/2027,Instituto de Identificacao / PC RN,515.595.682-19
Luana Nascimento,Bruno Moura,Letícia Machado,26/04/2015,F,Silva Grande - SC,Câmara de Minas,GO,Estado de Goiás,06/07/2015,06/07/2024,Instituto de Identificacao / SSP GO,499.696.229-20
Zoe Pimenta,Vitor Gabriel Silveira,Luana Siqueira,12/05/2016,F,Macedo - CE,Jesus,PI,Estado do Piauí,15/09/2023,15/09/2032,Instituto de Identificacao,756.989.547-36
Isaque Moura,Valentim Rios,Eloah Pereira,17/01/1936,F,Marques - RN,da Mota,SP,Estado de São Paulo,22/11/2023,22/11/2029,Instituto de Identificacao,281.219.199-42
Calebe Pires,Luiz Felipe Jesus,Ana Cecília Jesus,14/12/1970,M,Cunha de da Paz - RN,Porto do Campo,MG,Estado de Minas Gerais,21/05/2023,21/05/2031,Instituto de Identificacao / SSP MG,002.770.247-94
Marcelo Caldeira,Pedro Miguel Farias,Kamilly Farias,19/11/2017,F,Cirino - SC,Vargas,RO,Estado de Rondônia,16/05/2024,16/05/2029,Instituto de Identificacao,331.717.013-57
Pedro Henrique da Rosa,Guilherme Garcia,Cecilia Correia,15/08/2014,M,Costa do Galho - RN,Alves do Sul,SE,Estado de Sergipe,03/12/2012,03/12/2017,Instituto de Identificacao,838.842.145-91
Lucas Gabriel Sousa,Brayan Montenegro,Laura Guerra,20/10/1987,F,Barros do Amparo - MT,Cunha de Silva,RR,Estado de Roraima,06/05/2015,06/05/2021,Instituto de Identificacao / SSP RR,048.616.856-50
Antonella Siqueira,Paulo Leão,Ana Cecília Martins,08/07/1980,M,Aragão do Campo - RO,Mendonça do Amparo,AC,Estado do Acre,05/09/2014,05/09/2020,Instituto de Identificacao,427.388.574-77
Letícia Souza,Bruno Pacheco,Vitória Gomes,21/08/2022,M,Farias - SE,Garcia,RO,Estado de Rondônia,26/09/2012,26/09/2021,Instituto de Identificacao / PC RO,170.436.796-31
Levi Moraes,Paulo Cardoso,Luna Viana,25/11/1942,M,Viana das Pedras - SC,Nascimento Verde,RN,Estado do Rio Grande do Norte,26/12/2015,26/12/2021,Instituto de Identificacao / SSP RN,495.355.682-08
Thales Freitas,Gabriel Souza,Helena Porto,28/08/2007,M,Ribeiro - SE,Campos do Galho,MG,Estado de Minas Gerais,07/01/2013,07/01/2020,Instituto de Identificacao / SSP MG,150.547.331-04
Luiz Gustavo Casa Grande,Noah Barbosa,Rafaela Campos,28/03/1955,M,Peixoto dos Dourados - RS,Garcia,ES,Estado do Espírito Santo,16/04/2014,16/04/2020,Instituto de Identificacao / SSP ES,420.321.217-00
Rebeca Freitas,Thiago Oliveira,Emilly Gomes,26/03/1968,M,Rodrigues - SP,Pires,GO,Estado de Goiás,10/01/2017,10/01/2022,Instituto de Identificacao,750.175.411-82
Vinicius da Costa,Bryan Teixeira,Fernanda Caldeira,22/02/2024,F,Siqueira dos Dourados - MT,Mendes,AL,Estado de Alagoas,12/12/2019,12/12/2028,Instituto de Identificacao,250.148.914-50
Melissa Pastor,Davi Miguel Costela,Mariana Duarte,06/07/1945,F,Barros Verde - CE,da Mata do Campo,AP,Estado do Amapá,16/07/2014,16/07/2020,Instituto de Identificacao,025.696.264-94
Bianca Montenegro,Henry Gabriel Andrade,Nina Sá,19/02/2008,F,Montenegro - RS,Peixoto do Amparo,SP,Estado de São Paulo,25/08/2015,25/08/2025,Instituto de Identificacao / PC SP,008.981.981-00
Rafaela Lima,Davi Luiz Garcia,Allana Câmara,26/12/2007,M,Sousa Alegre - RN,Camargo do Galho,AM,Estado do Amazonas,27/12/2023,27/12/2028,Instituto de Identificacao / PC AM,019.352.546-39
Fernanda Araújo,Lucca Pires,Zoe da Cruz,18/11/1942,M,Macedo - MT,Gonçalves dos Dourados,RR,Estado de Roraima,18/11/2014,18/11/2020,Instituto de Identificacao,035.073.598-74
Eduardo da Rocha,Murilo Viana,Maya Caldeira,12/08/1975,M,da Mota - RS,Dias,DF,Distrito Federal,23/09/2015,23/09/2025,Instituto de Identificacao / PC DF,285.671.655-60
Augusto Camargo,Ryan Novais,Mariane Farias,13/12/1976,M,Castro do Galho - RO,das Neves de Borges,PR,Estado do Paraná,15/05/2014,15/05/2019,Instituto de Identificacao / SSP PR,873.992.074-16
